Assessment Name,Detail URL,Remote Testing,Adaptive/IRT,Test Type,Detail Title,Description,Job Levels,Detail Test Type,Downloads
Chemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,Yes,No,K,Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations.","Graduate, Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Chemical Engineering (New).pdf', 'language': 'English (USA)'}, {'title': 'Sample Report', 'link': 'https://service.shl.com/docs/SHL Chemical Engineering (New) Sample Report.pdf', 'language': 'English (USA)'}]"
Cisco AppDynamics (New),https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,Yes,No,K,Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring.","Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Cisco AppDynamics (New).pdf', 'language': 'English (USA)'}]"
Civil Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,Yes,No,K,Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Civil Engineering (New).pdf', 'language': 'English (USA)'}, {'title': 'Sample Report', 'link': 'https://service.shl.com/docs/SHL Civil Engineering (New) Sample Report.pdf', 'language': 'English (USA)'}]"
Cloud Computing (New),https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,Yes,No,K,Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.","Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Cloud Computing (New).pdf', 'language': 'English (USA)'}]"
COBOL Programming (New),https://www.shl.com/solutions/products/product-catalog/view/cobol-programming-new/,Yes,No,K,COBOL Programming (New),"Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.","Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/COBOL Programming (New).pdf', 'language': 'English (USA)'}]"
Computer Science (New),https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,Yes,No,K,Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.","Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Computer Science (New).pdf', 'language': 'English (USA)'}, {'title': 'Sample Report', 'link': 'https://service.shl.com/docs/SHL Computer Science (New) Sample Report.pdf', 'language': 'English (USA)'}]"
Contact Center Call Simulation (New),https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,Yes,No,S,Contact Center Call Simulation (New),Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills.,"Entry-Level,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Contact Center Call Simulation (New).pdf', 'language': 'English (USA)'}, {'title': 'Sample Report', 'link': 'https://service.shl.com/docs/SampleReport_ContactCenterCallSimulation_20302142.pdf', 'language': 'English (USA)'}]"
Conversational Multichat Simulation,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,Yes,No,S,Conversational Multichat Simulation,"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response.",N/A,N/A,"[{'title': 'Fact Sheet', 'link': 'https://service.shl.com/docs/Conversational Multichat Simulation Product Fact Sheet.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report', 'link': 'https://service.shl.com/docs/Conversational Multichat Simulation Report US English.pdf', 'language': 'English (USA)'}]"
Core Java (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,Yes,No,K,Core Java (Advanced Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency.","Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Core Java (Advanced Level) (New).pdf', 'language': 'English (USA)'}]"
Core Java (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,Yes,No,K,Core Java (Entry Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class.","Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Core Java (Entry Level) (New).pdf', 'language': 'English (USA)'}]"
Count Out The Money,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,Yes,Yes,KS,Count Out The Money,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.,"Entry-Level,",N/A,"[{'title': 'Product Fact Sheet (UK)', 'link': 'https://service.shl.com/docs/Fact Sheet_Count out the Money - UK.pdf', 'language': 'English International'}, {'title': 'Product Fact Sheet (US)', 'link': 'https://service.shl.com/docs/Fact Sheet_Count out the Money - US.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet (AUS)', 'link': 'https://service.shl.com/docs/Fact Sheet_Count out the Money - AUS.pdf', 'language': 'English (Australia)'}]"
CSS3 (New),https://www.shl.com/solutions/products/product-catalog/view/css3-new/,Yes,No,K,CSS3 (New),Multi-choice test that measures the knowledge of CSS3 and its application in providing style to web documents.,"Mid-Professional, Professional Individual Contributor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/CSS3 (New).pdf', 'language': 'English (USA)'}]"
Culinary Skills (New),https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,Yes,No,K,Culinary Skills (New),"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety.","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,",N/A,"[{'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Culinary Skills (New).pdf', 'language': 'English (USA)'}]"
Customer Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,Yes,No,BS,Customer Service Phone Simulation,"As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""","Entry-Level,",N/A,"[{'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/CustomerServicePhoneSimulation_DetailedReport_UKE.pdf', 'language': 'English International'}, {'title': 'Sample Report (Development)', 'link': 'https://service.shl.com/docs/CustomerServicePhoneSimulation_DevelopmentReport_UKE.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/CustomerServicePhoneSimulation_InterviewReport_UKE.pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample Report- Customer Service Phone Simulation- Detailed Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report (Development)', 'link': 'https://service.shl.com/docs/Sample Report- Customer Service Phone Simulation- Development Report.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample Report- Customer Service Phone Simulation- Interview Report.pdf', 'language': 'English (USA)'}, {'title': 'Product fact sheet', 'link': 'https://service.shl.com/docs/Customer Service Phone Simulation_Fact Sheet.pdf', 'language': 'English (USA)'}]"
Customer Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,Yes,No,BPS,Customer Service Phone Solution,"As part of Contact Center Simulations, the Customer Service Phone Solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. The Contact Center Simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. Designed to measure a candidate’s ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the Contact Center Simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidate’s computer skills in a contact center setting. The behavioral tests in this solution are intended to measure the candidate’s learning potential and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""","Entry-Level,",N/A,"[{'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/CustomerServicePhoneSolution_DetailedReport_UKE.pdf', 'language': 'English International'}, {'title': 'Sample Report (Development)', 'link': 'https://service.shl.com/docs/CustomerServicePhoneSolution_DevelopmentReport_UKE.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/CustomerServicePhoneSolution_InterviewReport_UKE.pdf', 'language': 'English International'}, {'title': 'Sample Report (Development)', 'link': 'https://service.shl.com/docs/Candidate DevelopmentReport_USE.pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Customer Service Phone solution Detailed Report - Sample USE.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Customer Service Phone solution Interview Report - Sample USE.pdf', 'language': 'English (USA)'}, {'title': 'Customer Service Phone Solution_FactSheet', 'link': 'https://service.shl.com/docs/CCSims Phone Agent Product Fact Sheet.pdf', 'language': 'English (USA)'}]"
